-1.49961340e-01,-9.37159575e-01,3.15029406e-01
-7.52345386e-01,-6.52030737e-01,9.39805216e-02
7.88637610e-01,3.22889238e-01,5.23252578e-01
8.06843937e-01,3.27959020e-01,-4.91371288e-01
4.56764284e-01,-3.84994693e-01,-8.01963512e-01
-8.19936814e-01,2.95576897e-01,-4.90242715e-01
-1.20612947e-01,-6.07746286e-01,-7.84918447e-01
-6.24906324e-01,-7.55811385e-01,1.95553668e-01
5.44617868e-01,8.38052211e-01,3.25556299e-02
5.61098573e-01,-7.16684233e-01,4.14164340e-01
4.93872769e-01,8.53244653e-01,1.67520894e-01
-5.80477712e-01,-6.84569767e-01,-4.40919334e-01
6.89991764e-03,-6.66444568e-02,9.97752929e-01
6.14756618e-01,-7.02476099e-01,-3.58610695e-01
-9.75721678e-01,-1.77328123e-01,-1.28537710e-01
8.38363632e-01,-5.45077498e-01,6.07800317e-03
8.51794115e-01,-4.54394246e-01,-2.60715661e-01
5.63366129e-01,1.93576211e-01,-8.03210343e-01
7.64931855e-01,-1.46419642e-01,6.27248392e-01
-9.43093520e-01,9.75805155e-02,-3.17887804e-01
1.44302409e-01,4.02429114e-01,9.04006429e-01
8.55864051e-01,3.18187111e-02,5.16221169e-01
-4.37432761e-01,8.26794032e-01,3.53644182e-01
-2.22008154e-01,3.66970837e-01,9.03351971e-01
-6.26763982e-01,-7.51774059e-01,2.04945541e-01
7.35393193e-01,-6.58438212e-01,-1.60174817e-01
3.01773179e-01,4.42565474e-01,-8.44433982e-01
5.73606591e-01,-4.85466116e-01,6.59771271e-01
-2.28893572e-01,-4.19359020e-01,-8.78490606e-01
-9.03026282e-01,-4.03812170e-01,-1.46558063e-01
-7.87897281e-01,-5.99721722e-01,1.39827507e-01
1.70009909e-02,9.12233420e-01,-4.09317914e-01
7.56041367e-01,3.52793498e-01,-5.51305904e-01
-4.60679995e-01,-2.11644353e-01,-8.61963230e-01
-3.73519931e-01,-2.13265419e-01,-9.02773904e-01
-4.46779171e-01,-8.92509971e-01,-6.17602148e-02
7.72524560e-01,2.68390446e-01,5.75475780e-01
-3.86603665e-01,4.59184827e-01,7.99804289e-01
-6.95463861e-01,-8.43309779e-02,-7.13595337e-01
-5.85417085e-01,-1.28314373e-01,8.00513746e-01
-5.25589658e-01,7.97717739e-01,2.95638156e-01
-1.76885226e-01,-4.88290655e-01,8.54566471e-01
-2.81376746e-01,-8.80403232e-01,3.81729323e-01
7.38848436e-01,5.93014239e-01,-3.20057965e-01
1.12481551e-01,-8.89242572e-01,-4.43390966e-01
4.88013893e-01,6.55870054e-01,-5.75913979e-01
3.11431690e-01,-5.33970940e-01,-7.86056829e-01
7.39567249e-01,6.30625682e-01,2.35269065e-01
7.07925126e-01,4.09651591e-01,5.75349972e-01
3.40394213e-01,4.90184831e-01,-8.02403023e-01
9.79621368e-01,-1.90050119e-01,6.49840525e-02
5.24591441e-01,8.14856434e-01,2.46602541e-01
4.78906715e-01,-8.51787409e-01,-2.12383072e-01
-4.62066640e-02,-9.98212644e-01,-3.79006704e-02
-9.94876961e-01,9.74272698e-02,2.69770366e-02
2.51199063e-01,4.23040710e-01,-8.70594962e-01
